State,Council,What's On?,Icon,Short description,Suitable for,Day,Time,Where?,Address,
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Monday,10:30am - 11:00am,Spinnaker Park,"39 Lakeview Promenade, Newport, QLD 4020",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Saturday,09:30am - 10:00am,Spinnaker Park,"39 Lakeview Promenade, Newport, QLD 4020",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Saturday,10:30am - 11:00am,Spinnaker Park,"39 Lakeview Promenade, Newport, QLD 4020",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Sunday,09:30am - 10:00am,Roderick A Cruice Park,"37 Williams Street, Dayboro, QLD 4521",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Sunday,10:30am - 11:00am,Roderick A Cruice Park,"37 Williams Street, Dayboro, QLD 4521",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Sunday,09:30am - 10:00am,Roderick A Cruice Park,"37 Williams Street, Dayboro, QLD 4521",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Sunday,10:30am - 11:00am,Roderick A Cruice Park,"37 Williams Street, Dayboro, QLD 4521",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Thursday,09:30am - 10:00am,Symphony Crescent Park,"63 Fernando Street, Burpengary, QLD 4505",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Thursday,10:30am - 11:00am,Symphony Crescent Park,"63 Fernando Street, Burpengary, QLD 4505",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Thursday,09:30am - 10:00am,Bluebell Street Park,"25 Honeysuckle Street, Caboolture, QLD 4510",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Thursday,10:30am - 11:00am,Bluebell Street Park,"25 Honeysuckle Street, Caboolture, QLD 4510",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Thursday,09:30am - 10:00am,Kumbartcho Sanctuary,"15 Bunya Pine Court, Eatons Hill, QLD 4037",
QLD,Moreton Bay Council,Play Tales,toddler_session,"We are bringing the fun and magic of our libraries to the great outdoors! Join us as we share stories, songs and playtime together in local parks. Our themed sessions have a mix of stories, rhymes, songs, felt board stories, puppets and early learning resources. Note: Outdoor sessions are dependent on weather and may be cancelled.",2 - 5 years,Thursday,10:30am - 11:00am,Kumbartcho Sanctuary,"15 Bunya Pine Court, Eatons Hill, QLD 4037",
QLD,Moreton Bay Council,Signed Story Time,no_hearing,"Experience a feast of verbal and visual language in an interactive session where our storytellers and AUSLAN interpreters share the magic of picture book stories, action rhymes and songs. For parents and children.",2 - 5 years,1st Tuesday of the Month,11:00am - 11:30am,Caboolture Library,"4 Hasking Street, Caboolture QLD 4510",
QLD,Moreton Bay Council,Signed Story Time,no_hearing,"Experience a feast of verbal and visual language in an interactive session where our storytellers and AUSLAN interpreters share the magic of picture book stories, action rhymes and songs. For parents and children.",2 - 5 years,1st Sunday of the Month,10:30am - 11:00am,Redcliffe Library,"476 Oxley Avenue, Redcliffe QLD 4020",
QLD,Moreton Bay Council,Signed Story Time,no_hearing,"Experience a feast of verbal and visual language in an interactive session where our storytellers and AUSLAN interpreters share the magic of picture book stories, action rhymes and songs. For parents and children.",2 - 5 years,4th Thursday of the Month,09:30am - 10:00am,Strathpine Library,"1 Station Street, Strathpine QLD 4500",
QLD,Moreton Bay Council,Signed Story Time,no_hearing,"Experience a feast of verbal and visual language in an interactive session where our storytellers and AUSLAN interpreters share the magic of picture book stories, action rhymes and songs. For parents and children.",2 - 5 years,2nd Tuesday of the Month,10:30am - 11:00am,North Lakes Library,"10 The Corso, North Lakes QLD 4509",
QLD,Moreton Bay Council,Pyjama Storytime,moon,"Storytime is a great way to develop a love of reading and introduce your child to books. Experience the magic of stories, action rhymes and songs with your child at the library.",2 - 5 years,Tuesday,6:00pm - 6:30pm,Caboolture Library,"4 Hasking Street, Caboolture QLD 4510",
QLD,Moreton Bay Council,Pyjama Storytime,moon,"Storytime is a great way to develop a love of reading and introduce your child to books. Experience the magic of stories, action rhymes and songs with your child at the library.",2 - 5 years,Tuesday,6:30pm - 7:00pm,Strathpine Library,"1 Station Street, Strathpine QLD 4500",
QLD,Moreton Bay Council,Pyjama Storytime,moon,"Storytime is a great way to develop a love of reading and introduce your child to books. Experience the magic of stories, action rhymes and songs with your child at the library.",2 - 5 years,Thursday,6:30pm - 7:00pm,North Lakes Library,"10 The Corso, North Lakes QLD 4509",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,09:15 am - 09:45 am,Albany Creek Library,"16 Ferguson Street, Albany Creek 4035, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Wednesday,09:15 am - 09:45 am,Albany Creek Library,"16 Ferguson Street, Albany Creek 4035, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,09:30 am - 10:00 am,Arana Hills Library,"63 Cobbity Crescent, Arana Hills 4054, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,09:30 am - 10:00 am,Arana Hills Library,"63 Cobbity Crescent, Arana Hills 4054, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Thursday,09:30 am - 10:00 am,Arana Hills Library,"63 Cobbity Crescent, Arana Hills 4054, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,10:00 am - 10:30 am,Bribie Island Library,"1 Welsby Parade, Bongaree 4507, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,10:00 am - 10:30 am,Bribie Island Library,"1 Welsby Parade, Bongaree 4507, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,09:30 am - 10:00 am,Burpengary Library,"121 Station Road, Burpengary 4505, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,09:30 am - 10:00 am,Burpengary Library,"121 Station Road, Burpengary 4505, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,09:30 am - 10:00 am,Burpengary Library,"121 Station Road, Burpengary 4505, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Sunday,10:30 am - 11:00 am,Caboolture Library,"4 Hasking Street, Caboolture 4510, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,10:00 am - 10:30 am,Caboolture Library,"4 Hasking Street, Caboolture 4510, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,10:00 am - 10:30 am,Caboolture Library,"4 Hasking Street, Caboolture 4510, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,10:00 am - 10:30 am,North Lakes Library,"10 The Corso, North Lakes 4509, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,10:00 am - 10:30 am,North Lakes Library,"10 The Corso, North Lakes 4509, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,10:30 am - 11:00 am,Redcliffe Library,"476 Oxley Avenue, Redcliffe 4020, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Wednesday,09:30 am - 10:00 am,Redcliffe Library,"476 Oxley Avenue, Redcliffe 4020, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,11:00 am - 11:30 am,Woodford Library,"1 Elizabeth Street, Redcliffe 4514, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,11:00 am - 11:30 am,Woodford Library,"1 Elizabeth Street, Redcliffe 4514, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Wednesday,11:00 am - 11:30 am,Woodford Library,"1 Elizabeth Street, Redcliffe 4514, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Saturday,10:30 am - 11:00 am,Woodford Library,"1 Elizabeth Street, Redcliffe 4514, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,10:30 am - 11:00 am,Strathpine Library,"1 Station Street, Strathpine 4500, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Friday,10:00 am - 10:30 am,Strathpine Library,"1 Station Street, Strathpine 4500, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Monday,10:30 am - 11:00 am,Deception Bay Library,"9 Bayview Terrace, Deception Bay 4508, QLD",
QLD,Moreton Bay Council,Playtime,blocks,"Introduce your child to the wonderful world of free play. Have fun playing with your child, making up stories together and sharing in their delight as they make new discoveries. Playtime is a fully resourced opportunity for parents and children 0 - 5 years to play, pick up early literacy tips, network with other parents and make new friends.",0 - 5 years,Thursday,10:30 am - 11:00 am,Deception Bay Library,"9 Bayview Terrace, Deception Bay 4508, QLD",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Wednesday,10:00am - 10:30am,Beenleigh Library,"10-14 Kent Street, Beenleigh QLD 4207",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Thursday,10:00am - 10:30am,Beenleigh Library,"10-14 Kent Street, Beenleigh QLD 4207",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Tuesday,2:00pm - 2:30pm,Greenbank Library,"145-147 Teviot Road, Greenbank QLD 4124",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Thursday,10:00am - 10:30am,Jimboomba Library,"18-22 Brisbane Street, Jimboomba QLD 4280",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Monday,10:15am - 10:45am,Logan Hyperdome Library,"66-70 Mandew Street, Loganholme QLD 4129",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Wednesday,10:15am - 10:45am,Logan Hyperdome Library,"66-70 Mandew Street, Loganholme QLD 4129",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Friday,10:00am - 10:30am,Logan North Library,"Corner Sports Drive and, Springwood Rd, Underwood QLD 4119",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Wednesday,10:00am - 10:30am,Logan West Library,"69 Grand Plaza Drive, Browns Plains QLD 4118",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Friday,10:00am - 10:30am,Logan West Library,"69 Grand Plaza Drive, Browns Plains QLD 4118",
QLD,Logan City Council,Baby Time,infant_session,"Baby time is an early years program that promotes the connection between baby and caregiver. This First 5 Forever program includes ideas that promote brain development and support early literacy. These ideas can also be used at home. This is a fun-filled, interactive session ideal for families with babies from birth to 18 months.",0 - 1.5 years,Friday,10:00am - 10:30am,Marsden Library,"2-4 Macarthy Road, Marsden QLD 4132",
QLD,Logan City Council,Play and learn,toddler_session,"An early literacy program that promotes the key concepts of First 5 Forever, TALK, SING, READ, and PLAY. Discover ideas that you can take home to help your child’s brain and language development.",2 - 5 years,Wednesday,11:30am - 12:00pm,Logan North Library,"Corner Sports Drive and, Springwood Rd, Underwood QLD 4119",
QLD,Logan City Council,Play and learn,toddler_session,"An early literacy program that promotes the key concepts of First 5 Forever, TALK, SING, READ, and PLAY. Discover ideas that you can take home to help your child’s brain and language development.",2 - 5 years,Thursday,11:00am - 11:30am,Jimboomba Library,"18-22 Brisbane Street, Jimboomba QLD 4280",
QLD,Logan City Council,Story time,toddler_session,"Let's TALK, SING, READ and PLAY together as we share our favourite stories and rhymes.",0 - 5 years,Wednesday,11:00am - 11:30am,Beenleigh Library,"10-14 Kent Street, Beenleigh QLD 4207",
QLD,Logan City Council,Story time,toddler_session,"Let's TALK, SING, READ and PLAY together as we share our favourite stories and rhymes.",0 - 5 years,Wednesday,10:30am - 11:00am,Greenbank Library,"145-147 Teviot Road, Greenbank QLD 4124",
QLD,Logan City Council,Story time,toddler_session,"Let's TALK, SING, READ and PLAY together as we share our favourite stories and rhymes.",0 - 5 years,Monday,10:30am - 11:00am,Jimboomba Library,"18-22 Brisbane Street, Jimboomba QLD 4280",
QLD,Logan City Council,Story time,toddler_session,"Let's TALK, SING, READ and PLAY together as we share our favourite stories and rhymes.",0 - 5 years,Monday,10:00am - 10:30am,Logan Central Library,"26 Wilbur Street, Logan Central QLD 4114",
QLD,Logan City Council,Story time,toddler_session,"Let's TALK, SING, READ and PLAY together as we share our favourite stories and rhymes.",0 - 5 years,Wednesday,10:00am - 10:30am,Logan Central Library,"26 Wilbur Street, Logan Central QLD 4114",
QLD,Logan City Council,Story time,toddler_session,"Let's TALK, SING, READ and PLAY together as we share our favourite stories and rhymes.",0 - 5 years,Wednesday,11:15am - 11:45am,Logan Hyperdome Library,"66-70 Mandew Street, Loganholme QLD 4129",
QLD,Logan City Council,Story time,toddler_session,"Let's TALK, SING, READ and PLAY together as we share our favourite stories and rhymes.",0 - 5 years,Wednesday,11:00am - 11:30am,Logan North Library,"Corner Sports Drive and, Springwood Rd, Underwood QLD 4119",
QLD,Logan City Council,Story time,toddler_session,"Let's TALK, SING, READ and PLAY together as we share our favourite stories and rhymes.",0 - 5 years,Wednesday,11:00am - 11:30am,Logan West Library,"69 Grand Plaza Drive, Browns Plains QLD 4118",
QLD,Logan City Council,Story time: Tui 'n' friends,books,"Join Tui ‘n’ friends for a fun and interactive session with a Pasifika twist. There will be lots of music, games, and dancing for the whole Aiga (family). An interactive session with learning and fun all rolled into one!",0 - 5 years,Wednesday,11:00am - 11:30am,Beenleigh Library,"10-14 Kent Street, Beenleigh QLD 4207",
QLD,Logan City Council,Story time: Tui 'n' friends,books,"Join Tui ‘n’ friends for a fun and interactive session with a Pasifika twist. There will be lots of music, games, and dancing for the whole Aiga (family). An interactive session with learning and fun all rolled into one!",0 - 5 years,Friday,11:00am - 11:30am,Logan West Library,"69 Grand Plaza Drive, Browns Plains QLD 4118",
QLD,Logan City Council,Story time: Tui 'n' friends,books,"Join Tui ‘n’ friends for a fun and interactive session with a Pasifika twist. There will be lots of music, games, and dancing for the whole Aiga (family). An interactive session with learning and fun all rolled into one!",0 - 5 years,Wednesday,11:00am - 11:30am,Marsden Library,"2-4 Macarthy Road, Marsden QLD 4132",
QLD,Logan City Council,Story time: Tui 'n' friends,books,"Join Tui ‘n’ friends for a fun and interactive session with a Pasifika twist. There will be lots of music, games, and dancing for the whole Aiga (family). An interactive session with learning and fun all rolled into one!",0 - 5 years,Wednesday,11:00am - 11:30am,Logan North Library,"Corner Sports Drive and, Springwood Rd, Underwood QLD 4119",
QLD,Logan City Council,"Story time in the Park at Funderwood Hollow, Priestdale",books,"Join us for songs, stories and play in the park. Bring your own blanket, a hat, sunscreen and water bottle. In the event of wet weather Story time will be cancelled.",0 - 5 years,Wednesday,9:30am - 10:00am,Forestglen Park,"Parkland Ave, Browns Plains QLD 4118",
QLD,Logan City Council,"Story time in the Park at Funderwood Hollow, Priestdale",books,"Join us for songs, stories and play in the park. Bring your own blanket, a hat, sunscreen and water bottle. In the event of wet weather Story time will be cancelled.",0 - 5 years,Thursday,9:30am - 10:00am,Forestglen Park,"Parkland Ave, Browns Plains QLD 4118",
QLD,Logan City Council,Splash into stories at Logan North Library,waves,"Join us for a fun half hour of stories and songs at Logan North Library. Splash into stories is followed by water play at Logan North Aquatic Centre. Ideal for children from birth to 5 years and their families or carers. Bring a hat, sunscreen, water bottle and a towel for water play.",0 - 5 years,Tuesday,9:30am - 10:00am,Logan North Library,"Corner Sports Drive and, Springwood Rd, Underwood QLD 4119",
QLD,Redland City Council,Toddler Time,toddler_session,Fun and energetic morning with action rhymes and songs.,0 - 3 years,Wednesday,9:30am - 10:00am,Victoria Point Library,"7/15 Bunker Rd, Victoria Point QLD 4165",
QLD,Redland City Council,Story Time,books,Engaging and interactive session with stories and songs.,3 - 5 years,Wednesday,10:15am - 10:45am,Victoria Point Library,"7/15 Bunker Rd, Victoria Point QLD 4165",
QLD,Redland City Council,Baby Time,infant_session,"Rhymes, songs, and actions designed for babies up to 1 year.",0 - 1 years,Wednesday,11:00am - 11:30am,Victoria Point Library,"7/15 Bunker Rd, Victoria Point QLD 4165",
QLD,Redland City Council,Parent & Prams - Explore Special You!,sensory,Sensory play with clay to create shapes reflecting individuality.,0 - 5 years,Wednesday,9:30am - 10:00am,Redland Art Gallery,"95-97 Bloomfield St, Cleveland QLD 4163",
QLD,Redland City Council,Parent & Prams - Explore Special You!,sensory,Sensory play with clay to create shapes reflecting individuality.,0 - 5 years,Wednesday,10:30am - 11:00am,Redland Art Gallery,"95-97 Bloomfield St, Cleveland QLD 4163",
QLD,Redland City Council,Parent & Prams - Explore Special You!,sensory,Sensory play with clay to create shapes reflecting individuality.,0 - 5 years,Wednesday,11:30am - 12:00pm,Redland Art Gallery,"95-97 Bloomfield St, Cleveland QLD 4163",
QLD,Redland City Council,Toddler Time,toddler_session,Fun and energetic morning with action rhymes and songs.,0 - 3 years,Thursday,9:30am - 10:00am,Capalaba Library,"Capalaba Central Shopping Centre, Shop 2, 38/62 Moreton Bay Rd, Capalaba QLD 415",
QLD,Redland City Council,Story Time,books,Engaging and interactive session with stories and songs.,3 - 5 years,Thursday,10:15am - 10:45am,Capalaba Library,"Capalaba Central Shopping Centre, Shop 2, 38/62 Moreton Bay Rd, Capalaba QLD 415",
QLD,Redland City Council,Baby Time,infant_session,"Meet other parents and babies in this fun-filled session of simple rhymes, songs, actions and books. Designed to nurture your baby’s pre-literacy, language, communication and social skills.",0 – 1 years,Thursday,11:00am – 11:30am,Capalaba Library,"Capalaba Central Shopping Centre, Shop 2, 38/62 Moreton Bay Rd, Capalaba QLD 415",
QLD,Redland City Council,Buddies Community Playgroup,blocks,"A fun and friendly playgroup to play, chat, and make a new buddy. A weekly gathering for mums, dads, carers, and children.",0 – 5 years,Friday,8:45am – 10:30am,Redlands College Hall,38 Anson Road Wellington Point QLD 4160,
QLD,Redland City Council,Friday story time fun!,books,"Share stories and pop-up books, explore imaginative play and connect with new friends.",0 – 5 years,Friday,9:30am – 10:00am,Cleveland Library,"Cnr. Bloomfield and, Middle St, Cleveland QLD 4163",
QLD,Redland City Council,Friday story time fun!,books,"Share stories and pop-up books, explore imaginative play and connect with new friends.",0 – 5 years,Friday,9:30am – 10:00am,Victoria Point Library,"7/15 Bunker Rd, Victoria Point QLD 4165",
QLD,Redland City Council,Friday story time fun!,books,"Share stories and pop-up books, explore imaginative play and connect with new friends.",0 – 5 years,Friday,9:30am – 10:00am,Capalaba Library,"Capalaba Central Shopping Centre, Shop 2, 38/62 Moreton Bay Rd, Capalaba QLD 415",
